CityCode,PinYin,Name,spring_pres,summer_pres,autumn_pres,winter_pres,spring,summer,autumn,winter,waterVaporDensity
500300,yuzhong,渝中,100.89,99.81,101.33,102.09,17.03,27.93,17.27,4.4,0
500400,dadukou,大渡口,97.07,96.15,97.48,98.04,19.18,28.75,19.17,9.28,0
500500,jianbei,江北,99.81,98.9,100.12,100.83,18.75,29.56,21.03,8.42,0
500600,sapingba,沙坪坝,97.07,96.15,97.48,98.04,19.18,28.75,19.17,9.28,0
500700,jiulongpo,九龙坡,97.07,96.15,97.48,98.04,19.18,28.75,19.17,9.28,0
500800,nanan,南岸,97.38,96.77,97.48,98.03,21.46,29.29,24.94,15.42,0
500900,beibei,北碚,101,100,101.43,102.18,14.74,26.11,15.68,1.31,0
501000,qijiang,綦江,92.37,91.66,92.76,93.13,19.18,28.75,19.17,9.28,0
501100,dazhu,大足,96.91,95.99,97.33,97.88,19.33,27.7,18.43,8.89,0
501200,yubei,渝北,99.81,98.9,100.12,100.83,18.75,29.56,21.03,8.42,0
501300,banan,巴南,95.38,94.54,95.79,96.28,19.18,28.75,19.17,9.28,0
501400,qianjiang1,黔江,101.12,100.04,101.49,102.28,17.86,28.32,19.03,6.78,0
501500,changshou,长寿,97.47,96.67,98,98.49,12.56,23.77,10.63,-4.3,0
501600,jianjin,江津,95.37,94.53,95.79,96.28,19.18,28.75,19.17,9.28,0
501700,hechuan,合川,97.27,96.33,97.68,98.26,19.18,28.75,19.17,9.28,0
501800,yongchuan,永川,96.91,95.99,97.33,97.88,19.11,27.54,18.63,9.13,0
501900,nanchuan,南川,92.37,91.66,92.76,93.13,19.18,28.75,19.17,9.28,0
502000,bishan,璧山,97.07,96.15,97.48,98.04,19.18,28.75,19.17,9.28,0
502800,liangping,梁平,95.56,94.7,95.96,96.46,17.62,27.45,17.97,7.4,0
502900,chengkou,城口,99.81,98.9,100.12,100.83,18.75,29.56,21.03,8.42,0
503000,fengdu,丰都,91.96,91.26,92.35,92.69,17.62,27.45,17.97,7.4,0
503100,dianjiang,垫江,95.56,94.7,95.96,96.46,17.62,27.45,17.97,7.4,0
503200,wulong,武隆,92.11,91.41,92.5,92.84,14.49,24.51,15.81,4.81,0
503300,zhongxian,忠县,101.02,99.97,101.39,102.17,17.49,27.72,17.39,5.28,0
503500,yunyang,云阳,93.24,92.48,93.63,94.01,18.78,28.44,19.52,9.24,0
503600,fengjie,奉节,91.78,91.09,92.16,92.47,18.78,28.44,19.52,9.24,0
503700,wushan,巫山,96.12,95.65,96.16,96.66,27.41,29.37,26.94,22.83,0
503800,chongqingwuxi,巫溪,101.45,100.41,101.73,102.54,17.22,28.36,18.78,6.04,0
504000,shizhu,石柱,91.96,91.26,92.35,92.69,17.62,27.45,17.97,7.4,0
504100,xiushan,秀山,100.41,99.43,100.74,101.49,17.59,28,18.82,6.28,0
504200,youyang,酉阳,99.81,98.9,100.12,100.83,18.75,29.56,21.03,8.42,0
504300,pengshui,彭水,90.45,89.82,90.83,91.1,14.49,24.51,15.81,4.81,0
505100,tongliang,铜梁,97.27,96.33,97.68,98.26,19.18,28.75,19.17,9.28,0
505200,tongnan,潼南,97.33,96.38,97.75,98.32,18.43,27.32,17.77,8.28,0
505300,rongchang,荣昌,96.91,95.99,97.33,97.88,19.33,27.7,18.43,8.89,0
505400,kaizhou,开州,101.02,99.97,101.39,102.17,17.49,27.72,17.39,5.28,0
510100,chengdu,成都,95.66,94.78,96.09,96.57,16.14,23.75,15.54,6.5,0
510300,zigong,自贡,97.16,96.21,97.59,98.15,18.03,25.32,16.66,8.13,0
510400,panzhihua,攀枝花,82.8,82.55,83.13,83.06,20.05,24.18,18.07,11.43,0
510500,luzhou,泸州,96.68,95.78,97.1,97.63,18.25,26.24,17.13,8.41,0
510600,deyang,德阳,94.35,93.54,94.77,95.18,16.65,24.28,15.93,6.91,0
510700,mianyang,绵阳,95.33,94.47,95.76,96.23,14.73,22.6,14.23,5.04,0
510800,guangyuan,广元,90.41,89.76,90.81,91.06,16.72,24.47,15.48,6.3,0
510900,suining,遂宁,97.32,96.37,97.73,98.29,18.5,26.13,17.23,8.51,0
511000,neijiang,内江,97.16,96.21,97.59,98.15,18.61,25.94,17.09,8.56,0
511100,leshan,乐山,90.69,90.01,91.09,91.35,13.26,20.79,12.8,4.21,0
511300,nanchong,南充,96.78,95.85,97.19,97.73,18.25,26.2,17.22,8.25,0
511400,meishan,眉山,95.32,94.46,95.74,96.2,13.69,21.36,13.23,4.47,0
511500,yibin,宜宾,96.46,95.57,96.88,97.38,17.61,24.85,16.3,7.84,0
511600,guangan,广安,96.15,95.26,96.56,97.08,18.49,26.82,17.73,8.77,0
511700,dazhou,达州,94.2,93.4,94.6,95.02,17.28,26.15,16.97,7.46,0
511800,yaan,雅安,89.61,88.97,90,90.23,10.96,18.46,11.18,2.38,0
511900,bazhong,巴中,93,92.24,93.41,93.78,16.71,24.99,15.74,6.33,0
512000,ziyang,资阳,96.62,95.7,97.04,97.56,18.43,25.96,17.1,8.45,0
513200,aba,阿坝,64.53,64.77,64.82,64.22,6.6,15,7.98,-2.26,0
513300,gangzi,甘孜,98.76,98.14,98.85,99.43,6.08,14.33,8.21,-2.37,0
513400,liangshan,凉山,89.52,89.06,90.03,90.12,14.64,20.42,14.18,6.57,0
520100,guiyang,贵阳,87.6,87.15,87.96,88.1,15.88,23.87,14.91,6.22,0
520200,liupanshui,六盘水,82.31,82.05,82.69,82.6,15.02,21.18,14.27,6.55,0
520300,zunyi,遵义,90.22,89.64,90.61,90.86,16.58,25.34,15.68,6.69,0
520400,anshun,安顺,86.79,86.38,87.16,87.26,16.79,23.41,15.83,7.79,0
520500,bijie,毕节,81.95,81.69,82.33,82.22,14.6,22.09,13.94,5.57,0
520600,tongren,铜仁,92.84,92.15,93.22,93.6,16.77,26.28,15.84,6.75,0
522300,qianxinan,黔西南,88.35,87.94,88.71,88.87,18.29,24.07,17.2,9.7,0
522600,qiandongnan,黔东南,90.96,90.39,91.31,91.61,17.48,26.42,16.54,7.78,0
522700,qiannan,黔南,89.32,88.83,89.68,89.89,17.92,25.27,16.81,8.61,0
529900,guian,贵安,86.79,86.38,87.16,87.26,15.94,24.09,16.16,6.07,0
530100,kunming,昆明,79.77,79.54,80.03,79.92,17.39,21.6,16.06,9.76,0
530300,qujing,曲靖,79.13,78.94,79.44,79.27,15.56,20.83,14.58,7.59,0
530400,yuxi,玉溪,80.84,80.59,81.09,81.02,21.51,24.8,19.77,14,0
530500,baoshan,保山,81.39,81.12,81.57,81.55,17.91,21.97,18.86,11.32,0
530600,zhaotong,昭通,79.95,79.72,80.31,80.15,14.84,22,14.06,5.88,0
530700,lijiang,丽江,72.68,72.59,72.92,72.62,16.06,21.19,15.71,8.39,0
530800,puer,普洱,86.18,85.87,86.4,86.48,21.59,23.9,20.55,14.68,0
530900,lincang,临沧,82.62,82.32,82.79,82.81,19.92,22.77,19.65,13.14,0
532300,chuxiong,楚雄,80.46,80.21,80.7,80.61,19.86,23.66,18.42,12.06,0
532500,honghe,红河,83.77,83.37,84.17,84.16,20.42,23.76,18.86,13.07,0
532600,wenshan,文山,84.77,84.46,85.05,85.08,18.96,23.56,17.68,11.41,0
532800,xishuangbana,西双版纳,88.53,88.23,88.75,88.89,22.4,24.28,21.21,15.72,0
532900,dali,大理,78.73,78.51,78.96,78.83,17.66,22.09,17.6,10.75,0
533100,dehong,德宏,86.56,86.27,86.72,86.8,17.42,21.38,18.48,10.93,0
533300,nujiang,怒江,76.42,76.27,76.62,76.41,14.46,20.94,16.26,7.95,0
533400,diqing,迪庆,72.68,72.59,72.92,72.62,8.83,16.5,11.24,2.13,0
540100,lasa,拉萨,60.07,60.29,60.33,59.8,3.74,13.16,7.08,-4.03,0
540200,rikaze,日喀则,57,57.26,57.27,56.68,3.75,13.49,6.74,-4.03,0
540300,changdu,昌都,59.14,59.43,59.41,58.77,6.19,15.23,9,-1.78,0
540400,linzhi,林芝,62.81,63.01,63.09,62.54,8.05,16.44,10.94,1.17,0
540500,shannan,山南,57.57,57.85,57.85,57.25,6.5,15.22,9.55,-0.86,0
542400,neiqu,那曲,55.64,55.95,55.88,55.22,2.91,13.19,5.18,-6.98,0
542500,alidiqu,阿里,80.4,80.15,80.69,80.6,5.73,17.08,6.19,-6.64,0
610100,xian,西安,94.6,93.76,95.1,95.56,15.13,23.69,13.4,2.22,0
610200,tongchuan,铜川,89.85,89.23,90.31,90.53,14.42,23.05,12.4,0.63,0
610300,baoji,宝鸡,88.96,88.34,89.41,89.63,12.76,21.31,11.24,0.49,0
610400,xianyang,咸阳,94.6,93.76,95.1,95.56,14.51,22.94,12.44,0.97,0
610500,weinan,渭南,95.24,94.37,95.75,96.25,14.03,23.02,12.2,0.36,0
610600,yanan,延安,87.98,87.45,88.43,88.57,12.28,21.84,9.97,-2.62,0
610700,hanzhong,汉中,91.76,91.04,92.18,92.5,14.73,23,13.71,3.97,0
610800,yulin1,榆林,88.13,87.6,88.61,88.74,11.87,22.4,8.97,-4.72,0
610900,ankang,安康,92.27,91.53,92.69,93.03,15.45,24.28,14.75,4.64,0
611000,shangluo,商洛,89.26,88.68,89.7,89.88,14.81,23.6,13.51,3.08,0
620100,lanzhou,兰州,80.15,79.87,80.5,80.38,9.35,19.12,7.53,-4.94,0
620200,jiayuguan,嘉峪关,84.28,83.78,84.63,84.72,10.75,22.16,7.14,-6.1,0
620300,jinchang,金昌,79.47,79.2,79.8,79.66,8.4,19.55,6.23,-7.01,0
620400,baiyin,白银,81.98,81.62,82.34,82.3,10.54,20.45,8.3,-4.29,0
620500,tianshui,天水,83.77,83.37,84.17,84.16,11.42,20.03,9.84,-0.92,0
620600,wuwei,武威,80.79,80.47,81.12,81.04,9.16,20.22,6.98,-6.34,0
620700,zhangye,张掖,81.49,81.12,81.83,81.8,10.32,21.38,7.07,-6.49,0
620800,pingliang,平凉,85.29,84.84,85.71,85.75,10.33,18.87,8.41,-2.49,0
620900,jiuquan,酒泉,78.7,78.46,78.98,78.81,8.69,20.38,5.48,-8.44,0
621000,qingyang,庆阳,87.83,87.26,88.27,88.43,11.55,20.52,9.21,-2.43,0
621100,dingxi,定西,77.6,77.43,77.94,77.7,7.81,16.83,6.83,-4.35,0
621200,longnan,陇南,80.43,80.17,80.79,80.65,13.58,21.76,12.59,2.78,0
622900,linxia,临夏,75.16,75.08,75.48,75.16,8.66,17.85,7.41,-4.19,0
623000,gannan,甘南,69.32,69.44,69.62,69.11,4.65,13.85,5.61,-5.48,0
630100,xining,西宁,73.57,73.56,73.9,73.52,6.99,16.22,6.34,-5.25,0
630200,haidong,海东,70.94,71.03,71.26,70.77,8.07,17.32,7.09,-4.49,0
632200,haibei,海北,66.07,66.33,66.36,65.72,7.93,18.15,6.19,-6.41,0
632300,huangnan,黄南,64.71,64.96,65,64.38,3.93,13.17,4.7,-6.95,0
632500,hainan,海南,100.93,100.84,100.86,101.01,4.36,13.72,4.53,-7.35,0
632600,guolou,果洛,60.25,60.51,60.52,59.91,0.4,10.21,2.81,-9.88,0
632700,yushu,玉树,59.28,59.6,59.55,58.89,-0.14,10.16,2.16,-10.78,0
632800,haixi,海西,72.68,72.59,72.92,72.62,4.2,14.58,3.61,-8.97,0
640100,yinchuan,银川,86.41,85.88,86.84,86.96,12.84,23.59,9.62,-3.81,0
640200,shizuishan,石嘴山,85.61,85.11,86.03,86.1,12.4,23.68,9.3,-5.01,0
640300,wuzhong,吴忠,86.19,85.66,86.61,86.75,12.28,22.6,9.27,-3.86,0
640400,guyuan,固原,81.45,81.13,81.82,81.72,7.95,17.02,6.26,-4.9,0
640500,zhongwei,中卫,84.53,84.06,84.91,84.99,11.63,21.46,8.95,-3.75,0
650100,wulumuqi,乌鲁木齐,93.25,92.47,93.63,94.02,8.82,18.38,4.27,-9.13,0
650200,kelamayi,克拉玛依,96.87,95.86,97.33,97.97,13.44,23.59,7.36,-12.35,0
650400,tulufan,吐鲁番,93.14,92.3,93.6,94.14,14.84,25.26,9.19,-8.22,0
650500,hami,哈密,83.75,83.31,84.09,84.15,11.54,22.73,6.42,-9.91,0
652300,changji,昌吉,93.25,92.47,93.63,94.02,11.25,21.37,6.14,-10.16,0
652700,boertala,博尔塔拉,87.35,86.83,87.63,87.72,13.85,23.86,7.59,-12.01,0
652800,bayinguoleng,巴音郭楞,87.63,87.04,87.99,88.27,12.53,22.58,7.84,-7.59,0
652900,akesu,阿克苏,87,86.47,87.39,87.68,15.22,23.42,9.71,-5.03,0
653000,kkkkk,克孜勒苏柯尔克孜,73.77,73.77,73.99,73.61,14.33,23.17,10.06,-3.04,0
653100,kashen,喀什,86.59,86.1,86.97,87.24,15.79,24.54,11.25,-1.97,0
653200,hetian,和田,83.36,83.02,83.7,83.79,15.63,24.87,11.13,-2.31,0
654000,yili,伊犁,101.44,100.41,101.87,102.64,11.48,21.02,6.18,-12.74,0
654200,tacheng,塔城,88.89,88.3,89.16,89.27,11.51,21.53,5.82,-11.37,0
654300,aletai,阿勒泰,83.09,82.74,83.37,83.3,10.36,20.97,5.02,-12.26,0
658100,shihezi,石河子,96.35,95.4,96.79,97.38,11.69,21.66,6.25,-11.78,0
658200,alaer,阿拉尔,89.86,89.2,90.3,90.76,16.45,24.46,11.08,-2.78,0
658300,tumushu,图木舒克,89.06,88.45,89.49,89.9,15.82,24.14,10.7,-2.57,0
658400,wujiaqu,五家渠,93.25,92.47,93.63,94.02,10.38,20.32,5.46,-10.49,0
658500,neitun,北屯,93.35,92.51,93.76,94.21,10.55,21.41,5.13,-13.51,0
658600,tiemenguan,铁门关,82.86,82.49,83.16,83.17,15.86,23.55,9.37,-5.15,0
658700,shuangshe,双河,95.99,95.06,96.41,96.99,13.98,23.86,7.57,-12.11,0
658800,kekedala,可克达拉,91.4,90.77,91.73,91.89,13.3,22.89,7.43,-11.01,0
658900,kunyu,昆玉,79.77,79.55,80.08,80,16.53,25.39,12.18,-1.02,0
659000,huyanghe,胡杨河,94.79,93.91,95.19,95.7,12.43,22.57,6.66,-12.48,0
659800,kuitun,奎屯,94.79,93.91,95.19,95.7,14.3,26.41,9.55,-12.46,0
